objava,datum,mjesec,godina,jezik,tema,tip,svidanja,komentari,sentiment_score,sentiment_label,pozitivnih_rijeci,negativnih_rijeci,duljina_znakova,duljina_rijeci,duljina_recenica,ttr_objava,tekst,tekst_en
351,2025-06-29,2025-06-01,2025,hr,ostalo,pitanje_potreba,1,8,3,pozitivan,3,0,276,54,3,0.8541666666666666,"Pozdrav svima,pošto sam prvi put u Danskoj,tu sam na 3 tjedna poslom pa me zanima gdje je najpovoljnije za kupovinu namirnica i kako je najbolje plaćati...tj. imam Njemačku i Hrv karticu ili na bankomatu podići gotovinu? Hvala puno","Hello everyone, since it's my first time in Denmark, I'm here for 3 weeks on business, so I'm interested in where is the best place to buy groceries and what's the best way to pay...ie. I have a German and Croatian card, or can I withdraw cash from an ATM? Thank you very much"
352,2025-06-29,2025-06-01,2025,hr,obrtnici_usluge,pitanje_potreba,0,5,0,neutralan,NA,NA,102,19,2,0.8571428571428571,Pozdrav za sve članove u Grupi. Ima li u Grupi mehaničar iz naših krajeva u Kopenhagenu?,Greetings to all members of the Group. Is there a mechanic from our region in Copenhagen in the Group?
353,2025-06-29,2025-06-01,2025,hr,ostalo,pitanje_potreba,0,6,2,pozitivan,2,0,162,29,3,1,Da li je neko ovih dana putovao za Hrvatsku kolima? Zanima me da li ima granicnih kontrola izmedju Republike Hrvatske i Madjarske? Hvala svima na odgovoru.,Has anyone traveled to Croatia by car these days? I wonder if there are border controls between the Republic of Croatia and Hungary? Thank you all for your reply.
354,2025-06-29,2025-06-01,2025,hr,stanovanje,ponuda_oglas,5,1,1,pozitivan,1,0,160,28,2,0.9047619047619048,"Ako nekom treba smještaj od 1/8-14/9 u Kopenhagenu/Rødovre, Iznajmljujem svoju kuću. Kuca ima 110m3, i manji vrt. Slobodno se javite","If anyone needs accommodation from 1/8-14/9 in Copenhagen/Rødovre, I am renting out my house. The house has 110m3, and a small garden. Feel free to get in touch"
355,2025-06-27,2025-06-01,2025,hr,ostalo,ostalo,22,41,-1,negativan,2,3,259,43,5,0.7948717948717948,Neznam sta da vise radim.. Nemogu vise ovu samocu podnijeti u Danskoj.. Molim vas mjesta za upoznavanje nasih ljudi u okolici Copenhagena.. Nezanimaju me nekakvi pretjerani sportovi niti nesto pretjerano. Samo dobre osobe koje mogu postati dobri prijatelji..,"I don't know what to do anymore.. I can't stand this loneliness in Denmark anymore.. Please, places to meet our people around Copenhagen.. I'm not interested in any kind of excessive sports or anything excessive. Only good people who can become good friends.."
356,2025-06-26,2025-06-01,2025,hr,ostalo,pitanje_potreba,1,1,0,neutralan,NA,NA,44,7,1,1,Oiiii Ide li netko na Roskilde festival?,Oiiii Anyone going to the Roskilde festival?
357,2025-06-26,2025-06-01,2025,en,ostalo,pitanje_potreba,2,0,0,neutralan,1,1,231,39,3,0.8695652173913043,"2-in-1 LinkedIn Session – Special Summer Offer! Ready to stand out in the Danish job market? For a limited time only, get a combined LinkedIn Profile + Content Strategy Session for the price of ONE (normally two separate bookings)!","2-in-1 LinkedIn Session – Special Summer Offer! Ready to stand out in the Danish job market? For a limited time only, get a combined LinkedIn Profile + Content Strategy Session for the price of ONE (normally two separate bookings)!"
358,2025-06-25,2025-06-01,2025,hr,stanovanje,pitanje_potreba,6,6,4,pozitivan,4,0,252,44,3,0.8421052631578947,"Pozdrav, Sljedeci mjesec dolazim u Dansku radi posla, tocnije Kalundborg, pa sam u potrazi za stanom blizu tog podrucja. Ukoliko netko ima kontakt za najmodavca, nekakav savjet, bilo sto, molim vas da me kontaktirate, svaka pomoc je dobrodosla Hvala vam svima unaprijed!","Hello, Next month I'm coming to Denmark for work, more precisely Kalundborg, so I'm looking for an apartment near that area. If anyone has a contact for a landlord, any advice, anything, please contact me, any help is welcome. Thank you all in advance!"
359,2025-06-22,2025-06-01,2025,hr,birokracija,pitanje_potreba,0,9,5,pozitivan,5,0,1008,189,12,0.5838509316770186,"Pozdrav, prije 2 mjeseca sam dosao u Dansku, a zena i klinci dolaze za mjesec dana. Htio bih podnijeti prijavu za djecji doplatak, ali mi nije jasno par stvari. Prvo, pretpostavljam da se radi o ""child & youth benefits"", a ne o ""child allowance""? Bar su mi taj link dali u Newcommer service. Drugo, jel bi bilo jednostavnije pricekati da dodju ovdje i da se prijave, prije nego podnesem zahtjev? Trece, nije mi jasna sva dokumentacija. Za dokaz o prebivalistu u EU zadnjih 6/10 godina, koliko vec treba, imam potvrde s e-gradjani koje su na hrvatskom. Jel to bude ok, ili moram prevoditi na engleski/danski? I zadnje, obrazac za prijavu trazi dokument o skrbnistvu. Nije mi jasno cemu to sluzi, posto smo u braku i zivjet cemo na istoj adresi, imam rodne listove i vjencani list. Gdje to uopce izvaditi kod nas i isto kao i za potvrdu o prebivalistu, jel moram dati prevoditi? Hvala!","Hello, I came to Denmark 2 months ago, and my wife and kids are coming in a month. I would like to submit an application for child allowance, but I am not clear about a few things. Firstly, I assume it is about ""child & youth benefits"" and not ""child allowance""? At least they gave me that link in the Newcommer service. Second, would it be simpler to wait for them to come here and apply before I submit the application? Third, I don't understand all the documentation. For proof of residence in the EU for the last 6/10 years, as long as it takes, I have e-citizen certificates that are in Croatian. Will that be ok, or do I have to translate into English/Danish? And finally, the application form asks for a guardianship document. It is not clear to me what this is for, since we are married and will live at the same address, I have birth certificates and a marriage certificate. Where can I get it in our country and the same as for the certificate of residence, do I have to have it translated? Thanks!"
360,2025-06-19,2025-06-01,2025,hr,transport_putovanja,ostalo,26,12,0,neutralan,NA,NA,144,30,1,0.88,Pozdrav ljudi ako neko hoće za Hr a nema prevoz imam ja auto koje treba do Zagreba svi troškove plaćam.,"Hello people, if anyone wants to go to Croatia and there is no transport, I have a car that needs to get to Zagreb, I will pay all the expenses."
361,2025-06-19,2025-06-01,2025,hr,obrtnici_usluge,ponuda_oglas,8,4,17,pozitivan,17,0,942,153,12,0.6142857142857143,"Poštovani, obraćamo Vam se sa željom da izrazimo zainteresiranost za zaposlenje. Mi smo dvojica mladih, odgovornih i motivisanih 22-godišnjaka, spremni da radimo, učimo i doprinosimo Vašem timu. Posedujemo radne navike, timski duh i volju da se prilagodimo različitim radnim zadacima. Otvoreni smo za obavljanje fizičkih poslova, terenskog rada, kao i poslova u proizvodnji, skladištu ili uslužnim djelatnostima. Brzo učimo, snalažljivi smo i uvek spremni da damo svoj maksimum. Spremni smo da radimo u smijenama i vikendom, te da uložimo dodatni trud kako bismo opravdali ukazano povjerenje. Ukoliko ukažete priliku, biće nam zadovoljstvo da se dokažemo i postanemo deo Vašeg kolektiva. Ukoliko je potrebno, dostupni smo za razgovor i dodatne informacije. Zahvaljujemo se na izdvojenom vremenu i radujemo se mogućnosti za suradnju. S poštovanjem, Antun Đuđar +385997529258 antun.dudar@gmail.com Amel Korajac +385997513464 amelkorajac97@gmail.com","Dear Sir/Madam, We are contacting you with the desire to express our interest in employment. We are two young, responsible and motivated 22-year-olds, ready to work, learn and contribute to your team. We have work habits, team spirit and the will to adapt to different work tasks. We are open to performing physical jobs, field work, as well as jobs in production, storage or service activities. We learn quickly, we are resourceful and always ready to give our best. We are ready to work in shifts and on weekends, and to put in extra effort to justify the trust shown. If you present the opportunity, it will be our pleasure to prove ourselves and become part of your team. If necessary, we are available for a conversation and additional information. We thank you for your time and look forward to the possibility of cooperation. Sincerely, Antun Đuđar  385997529258 antun.dudar@gmail.com Amel Korajac  385997513464 amelkorajac97@gmail.com"
362,2025-06-19,2025-06-01,2025,hr,obrtnici_usluge,pitanje_potreba,3,1,0,neutralan,NA,NA,49,9,2,1,Pozdrav. Ima neki vodoinstalater u grupi? Hvala,Greeting. Is there a plumber in the group? Thanks
363,2025-06-19,2025-06-01,2025,hr,ostalo,pitanje_potreba,2,9,1,pozitivan,1,0,165,32,3,0.9259259259259259,Pozdrav! Uskoro se selim iz Danske. Zanima me ima li nešto što trebam obaviti sa kommunom ili negdje javiti da više neću živjeti tu?,Greeting! I'm moving from Denmark soon. I would like to know if there is anything I need to do with the commune or notify somewhere that I will no longer live there?
364,2025-06-18,2025-06-01,2025,hr,ostalo,pitanje_potreba,0,12,2,pozitivan,2,0,238,45,4,0.8055555555555556,"Ljeo pozz svima.Da li netko zna informaciju da li se može primati dječji,naime ja radim u Danskoj a obitelj je u Hr.Još da napomenem da sam bija 2017.god.7 miseci tu i dobija sam dječji.Da li se je šta mozda nešto mjenjalo.?Molija bi samo ko stvarno zna","Hello everyone. Does anyone know if it is possible to receive children's, namely I work in Denmark and my family is in Croatia. I would also like to mention that I was there in 2017 for 7 months and I got children's. Has anything changed?"
365,2025-06-17,2025-06-01,2025,hr,ostalo,pitanje_potreba,2,0,0,neutralan,NA,NA,100,20,3,0.9333333333333333,Doselila sam prije 15 dana u kbh. Treba mi neko da mi sklopi namjestaj. Ima li neko ? Ja sam u Brøndby,I moved to kbh 15 days ago. I need someone to assemble my furniture. Is there anyone? I'm in Brøndby
366,2025-06-17,2025-06-01,2025,hr,transport_putovanja,ostalo,0,0,2,pozitivan,3,1,525,78,11,0.8269230769230769,"Sverige Transport – Vaša veza između Srbije, Bosne, Hrvatske, Crne Gore i Švedske! Prevozimo sve – robu, pakete, automobile, motore, kvadove i još mnogo toga! Brzo. Pouzdano. Efikasno. Od vrata do vrata, bez komplikacija. Tačno. Sigurno. Na vreme. Bilo da šaljete poklon porodici, prevozite vozilo ili selite ceo život – Sverige Transport je tu da sve stigne sigurno i bez stresa! Kontaktirajte nas i rezervišite svoje mesto na ruti! +46736951525 +381600488983","Sverige Transport – Your connection between Serbia, Bosnia, Croatia, Montenegro and Sweden! We transport everything - goods, packages, cars, motorbikes, ATVs and much more! Quickly. Reliably. Efficiently. Door to door, no complications. Exactly. Certainly. On time. Whether you are sending a gift to your family, transporting a vehicle or moving your whole life - Sverige Transport is here to ensure that everything arrives safely and without stress! Contact us and reserve your place on the route!  46736951525  381600488983"
367,2025-06-16,2025-06-01,2025,hr,posao,ponuda_oglas,6,6,14,pozitivan,14,0,1635,253,6,0.6549707602339181,"ZAPOŠLJAVAMO GRAĐEVINSKE I INSTALATERSKE STRUKE ZA RAD U DANSKOJ Danska firma traži iskusne radnike s važećim HR/EU dokumentima za rad na projektima diljem Danske. Ako ste stručni u svom poslu, spremni na rad u uređenom sustavu i tražite pouzdano zaposlenje u inozemstvu – prijavite se! ⸻ ‍ Tražimo sljedeće profile: • Električari • Knauferi • Soboslikari • Instalateri grijanja, vodovoda i kanalizacije (HVAC) • Stolari ⸻ Opis poslova: Zadaci ovise o specifičnom zanimanju i uključuju: • Montažu instalacija (struja, voda, grijanje, ventilacija) • Postavljanje Knauf sustava (konstrukcije, zidovi, stropovi) • Pripremu i bojanje unutarnjih površina Rad se odvija na velikim i manjim projektima diljem Danske, u timovima s drugim iskusnim majstorima. ⸻ Uvjeti: • Završena stručna škola ili dokazano višegodišnje iskustvo u struci • Samostalnost u radu, čitanju nacrta i radu s alatom • Minimalno 3–5 godina iskustva • Poznavanje engleskog ili danskog jezika (za timove dovoljno da barem jedan član komunicira na engleskom) ⸻ Što nudimo: • Konkurentna plaća i sigurna primanja • Prijava direktno kod danskog poslodavca • Plaćeno mirovinsko • Plaćeni godišnji odmor i praznici • Osigurani alat i radna odjeća • Pomoć pri pronalasku i organizaciji smještaja • Administrativna podrška ⸻ Lokacija: • Više gradilišta i projekata širom Danske ⸻ Prijava: Pošaljite svoj životopis i kontakt podatke na: josip.glibusic1@gmail.com ili privatnom porukom Natječaj je otvoren do popunjavanja radnih mjesta – prijavite se što prije!","WE ARE HIRING CONSTRUCTION AND INSTALLATION PROFESSIONALS TO WORK IN DENMARK A Danish company is looking for experienced workers with valid HR/EU documents to work on projects throughout Denmark. If you are an expert in your job, ready to work in an organized system and are looking for reliable employment abroad - apply! ⸻ ‍ We are looking for the following profiles: • Electricians • Knaufers • Painters • Heating, plumbing and sewage installers (HVAC) • Carpenters ⸻ Job description: Tasks depend on the specific profession and include: • Installation of installations (electricity, water, heating, ventilation) • Installation of Knauf systems (structures, walls, ceilings) • Preparation and painting of interior surfaces Work takes place on large and small projects throughout Denmark, in teams with other experienced masters. ⸻ Requirements: • Completed vocational school or proven years of professional experience • Independence in work, reading blueprints and working with tools • Minimum 3–5 years of experience • Knowledge of English or Danish (for teams, enough for at least one member to communicate in English) ⸻ What we offer: • Competitive salary and secure income • Apply directly to a Danish employer • Paid pension • Paid vacation and holidays • Provided tools and work clothes • Help in finding and accommodation organization • Administrative support ⸻ Location: • Multiple construction sites and projects throughout Denmark ⸻ Application: Send your resume and contact information to: josip.glibusic1@gmail.com or by private message The competition is open until the positions are filled - apply as soon as possible!"
